season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2010,REG,BAL,1,00-0026239,T,Oniel Cousins,Oniel,Cousins,Head,,Probable,Head,,Full Participation in Practice,
2010,REG,BAL,1,00-0027060,CB,Lardarius Webb,Lardarius,Webb,Knee,,Probable,Knee,,Full Participation in Practice,
2010,REG,BAL,1,00-0027033,LB,Paul Kruger,Paul,Kruger,Shoulder,,Probable,Shoulder,,Limited Participation in Practice,
2010,REG,BUF,1,00-0027209,LB,Antonio Coleman,Antonio,Coleman,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2010-09-10T11:54:58Z
2010,REG,BUF,1,00-0021970,LB,Kawika Mitchell,Kawika,Mitchell,Foot,,Out,Foot,,Did Not Participate In Practice,2010-09-10T11:55:09Z
2010,REG,BUF,1,00-0022810,LB,Reggie Torbor,Reggie,Torbor,Chest,,Out,Chest,,Did Not Participate In Practice,2010-09-10T11:55:21Z
2010,REG,BUF,1,00-0027018,S,Jairus Byrd,Jairus,Byrd,Groin,,Probable,Groin,,Full Participation in Practice,
2010,REG,CAR,1,00-0026159,T,Jeff Otah,Jeff,Otah,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-10T10:44:46Z
2010,REG,CAR,1,00-0025995,LB,Jordan Senn,Jordan,Senn,Ankle,,Out,Ankle,,Did Not Participate In Practice,2010-09-10T10:45:23Z
2010,REG,CAR,1,00-0026790,RB,Tyrell Sutton,Tyrell,Sutton,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2010-09-10T10:45:40Z
2010,REG,CAR,1,00-0022047,DE,Tyler Brayton,Tyler,Brayton,Ankle,,Probable,Ankle,,Full Participation in Practice,2010-09-10T10:44:31Z
2010,REG,CHI,1,00-0026210,WR,Earl Bennett,Earl,Bennett,,,,Hamstring,,Full Participation in Practice,
2010,REG,CHI,1,00-0024750,LB,Nick Roach,Nick,Roach,,,,Knee,,Full Participation in Practice,
2010,REG,CHI,1,00-0027680,S,Major Wright,Major,Wright,,,,Finger,,Full Participation in Practice,
2010,REG,CHI,1,00-0026260,S,Craig Steltz,Craig,Steltz,Ankle,,Questionable,Ankle,,Full Participation in Practice,2010-09-10T13:04:21Z
2010,REG,CHI,1,00-0022128,LB,Lance Briggs,Lance,Briggs,Ankle,,Probable,Ankle,,Full Participation in Practice,
2010,REG,CHI,1,00-0003035,RB,Desmond Clark,Desmond,Clark,Ankle,,Probable,Ankle,,Full Participation in Practice,
2010,REG,CIN,1,00-0027697,CB,Brandon Ghee,Brandon,Ghee,Head,,Doubtful,Head,,Did Not Participate In Practice,2010-09-10T10:03:11Z
2010,REG,CIN,1,00-0026237,WR,Andre Caldwell,Andre,Caldwell,Groin,,Questionable,Groin,,Did Not Participate In Practice,2010-09-10T10:03:27Z
2010,REG,CIN,1,00-0025439,RB,Brian Leonard,Brian,Leonard,Foot,,Questionable,Foot,,Limited Participation in Practice,2010-09-10T10:03:40Z
2010,REG,CIN,1,00-0027720,DT,Geno Atkins,Geno,Atkins,Knee,,Probable,Knee,,Full Participation in Practice,
2010,REG,CIN,1,00-0023665,DT,Jonathan Fanene,Jonathan,Fanene,Hamstring,,Probable,Hamstring,,Full Participation in Practice,
2010,REG,CLE,1,00-0001563,LB,David Bowens,David,Bowens,,,,Knee,,Limited Participation in Practice,2010-09-08T12:46:27Z
2010,REG,CLE,1,00-0020107,S,Nick Sorensen,Nick,Sorensen,Head,,Out,Head,,Limited Participation in Practice,2010-09-10T12:45:31Z
2010,REG,CLE,1,00-0024249,LB,D'Qwell Jackson,D'Qwell,Jackson,Chest,,Out,Chest,,Out (Definitely Will Not Play),2010-09-10T12:44:57Z
2010,REG,CLE,1,00-0027694,G,Shawn Lauvao,Shawn,Lauvao,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2010-09-10T12:45:56Z
2010,REG,CLE,1,00-0026742,LB,Marcus Benard,Marcus,Benard,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2010-09-10T12:46:19Z
2010,REG,CLE,1,00-0020528,DT,Shaun Rogers,Shaun,Rogers,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2010-09-10T12:46:47Z
2010,REG,CLE,1,00-0020348,G,Floyd Womack,Floyd,Womack,Knee,,Questionable,Knee,,Limited Participation in Practice,2010-09-10T12:47:20Z
2010,REG,CLE,1,00-0021273,TE,Robert Royal,Robert,Royal,Ankle,,Probable,Ankle,,Full Participation in Practice,2010-09-10T12:47:40Z
2010,REG,DAL,1,00-0021160,T,Marc Colombo,Marc,Colombo,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-10T12:08:47Z
2010,REG,DAL,1,00-0021348,G,Kyle Kosier,Kyle,Kosier,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-10T12:08:54Z
2010,REG,DAL,1,00-0027778,T,Sam Young,Sam,Young,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-10T12:09:01Z
2010,REG,DAL,1,00-0023590,S,Gerald Sensabaugh,Gerald,Sensabaugh,Shoulder,,Probable,Shoulder,,Full Participation in Practice,
2010,REG,DEN,1,00-0025457,T,Ryan Harris,Ryan,Harris,Ankle,,Out,Ankle,,Did Not Participate In Practice,2010-09-10T12:59:40Z
2010,REG,DEN,1,00-0027024,S,Darcel McBath,Darcel,McBath,Forearm,,Out,Forearm,,Did Not Participate In Practice,2010-09-10T12:59:55Z
2010,REG,DEN,1,00-0027094,RB,Andre Brown,Andre,Brown,Toe,,Questionable,Toe,,Full Participation in Practice,2010-09-10T12:59:05Z
2010,REG,DEN,1,00-0027874,WR,Demaryius Thomas,Demaryius,Thomas,Foot,,Questionable,Foot,,Full Participation in Practice,2010-09-10T13:00:09Z
2010,REG,DEN,1,00-0021154,TE,Daniel Graham,Daniel,Graham,Chest,,Probable,Chest,,Full Participation in Practice,2010-09-10T12:59:25Z
2010,REG,DEN,1,00-0026988,RB,Knowshon Moreno,Knowshon,Moreno,Hamstring,,Probable,Hamstring,,Full Participation in Practice,
2010,REG,DET,1,00-0027050,LB,DeAndre Levy,DeAndre,Levy,Groin,,Doubtful,Groin,,Did Not Participate In Practice,2010-09-10T12:57:51Z
2010,REG,DET,1,00-0027009,S,Louis Delmas,Louis,Delmas,Groin,,Questionable,Groin,,Limited Participation in Practice,2010-09-10T12:57:40Z
2010,REG,DET,1,00-0023621,S,C.C. Brown,C.C.,Brown,Forearm,,Probable,Forearm,,Full Participation in Practice,
2010,REG,DET,1,00-0025471,CB,Jonathan Wade,Jonathan,Wade,Finger,,Probable,Finger,,Full Participation in Practice,
2010,REG,GB,1,00-0026934,CB,Brandon Underwood,Brandon,Underwood,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2010-09-10T12:01:25Z
2010,REG,GB,1,00-0025579,LB,Desmond Bishop,Desmond,Bishop,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2010-09-10T11:59:41Z
2010,REG,GB,1,00-0027664,DE,Mike Neal,Mike,Neal,Abdomen,,Questionable,Abdomen,,Did Not Participate In Practice,2010-09-10T12:01:08Z
2010,REG,GB,1,00-0019702,T,Chad Clifton,Chad,Clifton,Knee,,Probable,Knee,,Did Not Participate In Practice,2010-09-10T12:00:19Z
2010,REG,GB,1,00-0024422,S,Derrick Martin,Derrick,Martin,Ankle,,Probable,Ankle,,Did Not Participate In Practice,2010-09-10T12:00:51Z
2010,REG,GB,1,00-0027875,T,Bryan Bulaga,Bryan,Bulaga,Hip,,Probable,Hip,,Full Participation in Practice,
2010,REG,GB,1,00-0021706,DE,Cullen Jenkins,Cullen,Jenkins,Calf,,Probable,Calf,,Full Participation in Practice,
2010,REG,GB,1,00-0026946,LB,Brad Jones,Brad,Jones,Shoulder,,Probable,Shoulder,,Full Participation in Practice,
2010,REG,GB,1,00-0027002,LB,Clay Matthews,Clay,Matthews,Hamstring,,Probable,Hamstring,,Full Participation in Practice,
2010,REG,GB,1,00-0023559,LB,Brady Poppinga,Brady,Poppinga,Knee,,Probable,Knee,,Limited Participation in Practice,
2010,REG,GB,1,00-0018227,CB,Charles Woodson,Charles,Woodson,Toe,,Probable,Toe,,Limited Participation in Practice,2010-09-10T12:01:40Z
2010,REG,HOU,1,00-0026219,CB,Antwaun Molden,Antwaun,Molden,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2010-09-10T12:02:02Z
2010,REG,HOU,1,00-0027872,CB,Kareem Jackson,Kareem,Jackson,Eye,,Probable,Eye,,Full Participation in Practice,
2010,REG,HOU,1,00-0026229,RB,Steve Slaton,Steve,Slaton,Toe,,Probable,Toe,,Full Participation in Practice,
2010,REG,HOU,1,00-0026166,T,Duane Brown,Duane,Brown,Hamstring,,Probable,Hamstring,,Limited Participation in Practice,
2010,REG,HOU,1,00-0024313,TE,Owen Daniels,Owen,Daniels,Knee,,Probable,Knee,,Limited Participation in Practice,
2010,REG,HOU,1,00-0023750,DE,Mario Williams,Mario,Williams,Groin,,Probable,Groin,,Limited Participation in Practice,
2010,REG,IND,1,00-0025429,T,Tony Ugoh,Tony,Ugoh,,,,Foot,,Did Not Participate In Practice,2010-09-08T13:15:53Z
2010,REG,IND,1,00-0022944,CB,Bob Sanders,Bob,Sanders,,,,Rested,Not Injury Related,Full Participation in Practice,2010-09-10T12:13:28Z
2010,REG,IND,1,00-0026921,LB,Cody Glenn,Cody,Glenn,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2010-09-10T12:14:32Z
2010,REG,IND,1,00-0024413,T,Charlie Johnson,Charlie,Johnson,Foot,,Questionable,Foot,,Did Not Participate In Practice,2010-09-10T12:14:52Z
2010,REG,IND,1,00-0026674,CB,Jacob Lacey,Jacob,Lacey,Head,,Questionable,Head,,Did Not Participate In Practice,2010-09-10T12:15:03Z
2010,REG,IND,1,00-0014375,C,Jeff Saturday,Jeff,Saturday,Knee,,Questionable,Knee,,Did Not Participate In Practice,2010-09-10T12:15:12Z
2010,REG,IND,1,00-0025419,WR,Anthony Gonzalez,Anthony,Gonzalez,Back,,Questionable,Back,,Limited Participation in Practice,2010-09-10T12:14:44Z
2010,REG,JAX,1,00-0027105,WR,Jarett Dillard,Jarett,Dillard,Foot,,Out,Foot,,Did Not Participate In Practice,2010-09-10T10:02:18Z
2010,REG,JAX,1,00-0027800,KR,Scotty McGee,Scotty,McGee,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2010-09-10T10:02:30Z
2010,REG,JAX,1,00-0027779,RB,Deji Karim,Deji,Karim,Thumb,,Questionable,Thumb,,Limited Participation in Practice,2010-09-10T10:02:45Z
2010,REG,KC,1,00-0027741,LB,Cameron Sheffield,Cameron,Sheffield,Neck,,Out,Neck,,Out (Definitely Will Not Play),2010-09-11T13:56:12Z
2010,REG,KC,1,00-0027651,WR,Dexter McCluster,Dexter,McCluster,Illness,,Doubtful,Illness,,Limited Participation in Practice,2010-09-11T17:26:16Z
2010,REG,KC,1,00-0024235,LB,Tamba Hali,Tamba,Hali,Foot,,Questionable,Foot,,Limited Participation in Practice,2010-09-11T13:56:57Z
2010,REG,KC,1,00-0024350,T,Ryan O'Callaghan,Ryan,O'Callaghan,Groin,,Questionable,Groin,,Limited Participation in Practice,2010-09-11T13:57:15Z
2010,REG,MIA,1,00-0022841,C,Jake Grove,Jake,Grove,,,,Shoulder,,Full Participation in Practice,2010-09-08T12:35:32Z
2010,REG,MIA,1,00-0023505,LB,Channing Crowder,Channing,Crowder,Groin,,Questionable,Groin,,Did Not Participate In Practice,2010-09-10T11:24:37Z
2010,REG,MIA,1,00-0024334,WR,Brandon Marshall,Brandon,Marshall,Ankle,,Probable,Ankle,,Full Participation in Practice,2010-09-10T11:25:19Z
2010,REG,MIA,1,00-0025820,T,Jake Long,Jake,Long,Knee,,Probable,Knee,,Limited Participation in Practice,2010-09-10T11:25:02Z
2010,REG,MIN,1,00-0027649,CB,Chris Cook,Chris,Cook,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-08T09:43:50Z
2010,REG,MIN,1,00-0022155,DT,Jimmy Kennedy,Jimmy,Kennedy,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-08T09:44:01Z
2010,REG,MIN,1,00-0027888,RB,Toby Gerhart,Toby,Gerhart,Knee,,Questionable,Knee,,Limited Participation in Practice,2010-09-08T09:44:13Z
2010,REG,MIN,1,00-0024263,CB,Cedric Griffin,Cedric,Griffin,Knee,,Questionable,Knee,,Limited Participation in Practice,2010-09-08T09:44:24Z
2010,REG,MIN,1,00-0005106,QB,Brett Favre,Brett,Favre,Ankle,,Probable,Ankle,,Full Participation in Practice,
2010,REG,MIN,1,00-0026952,S,Jamarca Sanford,Jamarca,Sanford,Ankle,,Probable,Ankle,,Full Participation in Practice,
2010,REG,MIN,1,00-0026327,C,John Sullivan,John,Sullivan,Calf,,Probable,Calf,,Limited Participation in Practice,
2010,REG,NE,1,00-0011754,WR,Randy Moss,Randy,Moss,,,,Illness,,Did Not Participate In Practice,2010-09-08T12:56:55Z
2010,REG,NE,1,00-0023535,T,Nick Kaczur,Nick,Kaczur,Back,,Out,Back,,Did Not Participate In Practice,2010-09-10T12:49:41Z
2010,REG,NE,1,00-0026202,CB,Terrence Wheatley,Terrence,Wheatley,Foot,,Out,Foot,,Did Not Participate In Practice,2010-09-10T12:49:54Z
2010,REG,NE,1,00-0026071,CB,Kyle Arrington,Kyle,Arrington,Groin,,Questionable,Groin,,Full Participation in Practice,2010-09-10T12:50:04Z
2010,REG,NE,1,00-0027150,WR,Julian Edelman,Julian,Edelman,Foot,,Questionable,Foot,,Limited Participation in Practice,2010-09-10T12:50:12Z
2010,REG,NE,1,00-0024236,RB,Laurence Maroney,Laurence,Maroney,Thigh,,Questionable,Thigh,,Limited Participation in Practice,2010-09-10T12:50:44Z
2010,REG,NE,1,00-0027016,DT,Ron Brace,Ron,Brace,Ankle,,Probable,Ankle,,Full Participation in Practice,
2010,REG,NE,1,00-0019596,QB,Tom Brady,Tom,Brady,right Shoulder,,Probable,right Shoulder,,Full Participation in Practice,
2010,REG,NE,1,00-0027661,LB,Jermaine Cunningham,Jermaine,Cunningham,Ankle,,Probable,Ankle,,Full Participation in Practice,
2010,REG,NE,1,00-0027838,DE,Brandon Deaderick,Brandon,Deaderick,Toe,,Probable,Toe,,Full Participation in Practice,
2010,REG,NE,1,00-0027713,TE,Aaron Hernandez,Aaron,Hernandez,Knee,,Probable,Knee,,Full Participation in Practice,
2010,REG,NE,1,00-0024442,S,Jarrad Page,Jarrad,Page,Back,,Probable,Back,,Full Participation in Practice,2010-09-10T12:51:28Z
2010,REG,NE,1,00-0027138,DE,Myron Pryor,Myron,Pryor,Knee,,Probable,Knee,,Full Participation in Practice,
2010,REG,NE,1,00-0026293,WR,Matt Slater,Matt,Slater,Hamstring,,Probable,Hamstring,,Full Participation in Practice,
2010,REG,NO,1,00-0027086,LB,Stanley Arnoux,Stanley,Arnoux,Ankle,,Out,Ankle,,Did Not Participate In Practice,2010-09-08T10:19:59Z
2010,REG,NO,1,00-0027531,RB,Chris Ivory,Chris,Ivory,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-08T10:20:11Z
2010,REG,NO,1,00-0024424,T,Zach Strief,Zach,Strief,Knee,,Questionable,Knee,,Did Not Participate In Practice,2010-09-08T10:20:25Z
2010,REG,NO,1,00-0022753,DT,Tony Hargrove,Tony,Hargrove,Knee,,Probable,Knee,,Did Not Participate In Practice,
2010,REG,NO,1,00-0024466,WR,Marques Colston,Marques,Colston,Kidney,,Probable,Kidney,,Full Participation in Practice,
2010,REG,NO,1,00-0027696,TE,Jimmy Graham,Jimmy,Graham,Ankle,,Probable,Ankle,,Full Participation in Practice,
2010,REG,NO,1,00-0013255,S,Pierson Prioleau,Pierson,Prioleau,Knee,,Probable,Knee,,Full Participation in Practice,
2010,REG,NO,1,00-0026180,CB,Tracy Porter,Tracy,Porter,Knee,,Probable,Knee,,Limited Participation in Practice,
2010,REG,NO,1,00-0022778,LB,Jonathan Vilma,Jonathan,Vilma,Groin,,Probable,Groin,,Limited Participation in Practice,
2010,REG,NYG,1,00-0025611,S,Michael Johnson,Michael,Johnson,,,,Not Injury Related,,Did Not Participate In Practice,2010-09-08T11:47:39Z
2010,REG,NYG,1,00-0027715,LB,Phillip Dillard,Phillip,Dillard,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2010-09-10T14:07:26Z
2010,REG,NYG,1,00-0025407,CB,Aaron Ross,Aaron,Ross,Foot,,Doubtful,Foot,,Limited Participation in Practice,2010-09-10T14:07:36Z
2010,REG,NYG,1,00-0024311,LB,Gerris Wilkinson,Gerris,Wilkinson,Groin,,Questionable,Groin,,Full Participation in Practice,2010-09-10T14:07:46Z
2010,REG,NYG,1,00-0023693,LB,Chase Blackburn,Chase,Blackburn,Knee,,Probable,Knee,,Full Participation in Practice,2010-09-10T14:07:15Z
2010,REG,NYG,1,00-0023566,DT,Chris Canty,Chris,Canty,Groin,,Probable,Groin,,Full Participation in Practice,
2010,REG,NYG,1,00-0019276,C,Shaun O'Hara,Shaun,O'Hara,Ankle,Achilles,Probable,Ankle,Achilles,Full Participation in Practice,
2010,REG,NYG,1,00-0023478,CB,Corey Webster,Corey,Webster,Groin,,Probable,Groin,,Full Participation in Practice,
2010,REG,NYJ,1,00-0019545,DE,Shaun Ellis,Shaun,Ellis,,,,Knee,,Limited Participation in Practice,2010-09-09T13:00:34Z
2010,REG,NYJ,1,00-0022120,LB,Calvin Pace,Calvin,Pace,Foot,,Out,Foot,,Out (Definitely Will Not Play),2010-09-11T11:29:16Z
2010,REG,NYJ,1,00-0023469,S,Brodney Pool,Brodney,Pool,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2010-09-11T11:29:25Z
2010,REG,NYJ,1,00-0027321,TE,Jeff Cumberland,Jeff,Cumberland,Not Injury Related,,Probable,Not Injury Related,,Full Participation in Practice,2010-09-11T11:29:38Z
2010,REG,OAK,1,00-0027788,LB,Travis Goethel,Travis,Goethel,Back,,Out,Back,,Did Not Participate In Practice,2010-09-10T11:07:15Z
2010,REG,OAK,1,00-0027738,CB,Walter McFadden,Walter,McFadden,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2010-09-10T11:07:24Z
2010,REG,OAK,1,00-0026366,WR,Chaz Schilens,Chaz,Schilens,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-10T11:07:36Z
2010,REG,OAK,1,00-0026533,DT,Desmond Bryant,Desmond,Bryant,Elbow,,Questionable,Elbow,,Limited Participation in Practice,2010-09-10T11:07:00Z
2010,REG,OAK,1,00-0025487,RB,Michael Bush,Michael,Bush,Thumb,,Questionable,Thumb,,Limited Participation in Practice,2010-09-10T11:07:08Z
2010,REG,PIT,1,00-0022177,QB,Byron Leftwich,Byron,Leftwich,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-10T11:37:44Z
2010,REG,PIT,1,00-0023362,G,Chris Kemoeatu,Chris,Kemoeatu,Foot,,Probable,Foot,,Full Participation in Practice,
2010,REG,SD,1,00-0023446,LB,Shawne Merriman,Shawne,Merriman,Achilles,,Doubtful,Achilles,,Did Not Participate In Practice,2010-09-11T12:19:01Z
2010,REG,SD,1,00-0019041,QB,Billy Volek,Billy,Volek,Knee,,Probable,Knee,,Full Participation in Practice,
2010,REG,SEA,1,00-0027859,T,Russell Okung,Russell,Okung,Ankle,,Out,Ankle,,Out (Definitely Will Not Play),2010-09-10T13:35:51Z
2010,REG,SEA,1,00-0021178,G,Chester Pitts,Chester,Pitts,Knee,,Questionable,Knee,,Limited Participation in Practice,2010-09-10T13:35:32Z
2010,REG,SEA,1,00-0021340,DE,Raheem Brock,Raheem,Brock,Back,,Probable,Back,,Limited Participation in Practice,
2010,REG,SEA,1,00-0027783,TE,Anthony McCoy,Anthony,McCoy,Ankle,,Probable,Ankle,,Limited Participation in Practice,
2010,REG,SF,1,00-0024495,LB,Ahmad Brooks,Ahmad,Brooks,Lacerated Kidney,,Out,Lacerated Kidney,,Out (Definitely Will Not Play),2010-09-10T11:56:19Z
2010,REG,SF,1,00-0021341,C,Eric Heitmann,Eric,Heitmann,Fibula,,Out,Fibula,,Out (Definitely Will Not Play),2010-09-10T11:56:57Z
2010,REG,SF,1,00-0027608,WR,Kyle Williams,Kyle,Williams,Toe,,Out,Toe,,Out (Definitely Will Not Play),2010-09-10T11:57:09Z
2010,REG,SF,1,00-0020384,CB,William James,William,James,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2010-09-10T11:56:31Z
2010,REG,SF,1,00-0026763,LB,Diyral Briggs,Diyral,Briggs,Concussion,,Probable,Concussion,,Full Participation in Practice,
2010,REG,STL,1,00-0023053,S,James Butler,James,Butler,Knee,,Probable,Knee,,Limited Participation in Practice,2010-09-10T11:23:56Z
2010,REG,TB,1,00-0022710,LB,Niko Koutouvides,Niko,Koutouvides,,,,Neck,,Full Participation in Practice,
2010,REG,TB,1,00-0026993,QB,Josh Freeman,Josh,Freeman,right Thumb,,Probable,right Thumb,,Full Participation in Practice,
2010,REG,TB,1,00-0027650,DT,Brian Price,Brian,Price,Hamstring,,Probable,Hamstring,,Full Participation in Practice,
2010,REG,TB,1,00-0024305,WR,Maurice Stovall,Maurice,Stovall,Ankle,,Probable,Ankle,,Full Participation in Practice,
2010,REG,TEN,1,00-0021085,LB,Will Witherspoon,Will,Witherspoon,,,,Not Injury Related,,Did Not Participate In Practice,
2010,REG,TEN,1,00-0025610,T,Mike Otto,Mike,Otto,Knee,,Out,Knee,,Did Not Participate In Practice,2010-09-10T12:07:12Z
2010,REG,TEN,1,00-0021490,DT,Tony Brown,Tony,Brown,Knee,,Questionable,Knee,,Did Not Participate In Practice,2010-09-10T12:06:45Z
2010,REG,TEN,1,00-0026243,DE,William Hayes,William,Hayes,Knee,,Questionable,Knee,,Did Not Participate In Practice,2010-09-10T12:07:06Z
2010,REG,TEN,1,00-0023812,LB,Colin Allred,Colin,Allred,Ankle,,Questionable,Ankle,,Full Participation in Practice,2010-09-10T12:06:36Z
2010,REG,TEN,1,00-0025502,G,Leroy Harris,Leroy,Harris,Ankle,,Questionable,Ankle,,Full Participation in Practice,2010-09-10T12:06:55Z
2010,REG,TEN,1,00-0025591,DE,Jacob Ford,Jacob,Ford,Back,,Probable,Back,,Full Participation in Practice,
2010,REG,TEN,1,00-0021982,WR,Justin Gage,Justin,Gage,Hand,,Probable,Hand,,Full Participation in Practice,
2010,REG,WAS,1,00-0026320,S,Kareem Moore,Kareem,Moore,Knee,,Doubtful,Knee,,Did Not Participate In Practice,2010-09-10T13:18:25Z
2010,REG,WAS,1,00-0023447,T,Jammal Brown,Jammal,Brown,Hip,,Questionable,Hip,,Full Participation in Practice,2010-09-10T13:17:43Z
2010,REG,WAS,1,00-0020489,LB,Andre Carter,Andre,Carter,Illness,,Questionable,Illness,,Full Participation in Practice,2010-09-10T13:17:57Z
2010,REG,WAS,1,00-0011022,QB,Donovan McNabb,Donovan,McNabb,Ankle,,Questionable,Ankle,,Full Participation in Practice,2010-09-10T13:18:35Z
2010,REG,WAS,1,00-0014655,RB,Mike Sellers,Mike,Sellers,Knee,,Questionable,Knee,,Full Participation in Practice,2010-09-10T13:18:53Z
2010,REG,WAS,1,00-0027704,LB,Perry Riley,Perry,Riley,Foot,,Questionable,Foot,,Limited Participation in Practice,2010-09-10T13:18:46Z
2010,REG,ARI,2,00-0026221,WR,Early Doucet,Early,Doucet,Groin,,Out,Groin,,Did Not Participate In Practice,2010-09-17T12:20:07Z
2010,REG,ARI,2,00-0023663,S,Hamza Abdullah,Hamza,Abdullah,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2010-09-17T12:20:14Z
2010,REG,ARI,2,00-0026256,DE,Kenny Iwebema,Kenny,Iwebema,Knee,,Questionable,Knee,,Limited Participation in Practice,2010-09-17T12:20:21Z
2010,REG,ARI,2,00-0027007,RB,Chris Wells,Chris,Wells,Knee,,Questionable,Knee,,Limited Participation in Practice,2010-09-17T12:20:29Z
2010,REG,ARI,2,00-0022921,WR,Larry Fitzgerald,Larry,Fitzgerald,Knee,,Probable,Knee,,Full Participation in Practice,2010-09-17T12:19:59Z
2010,REG,ARI,2,00-0022288,RB,Jason Wright,Jason,Wright,Toe,,Probable,Toe,,Full Participation in Practice,2010-09-17T12:19:59Z
2010,REG,ATL,2,00-0027735,CB,Dominique Franks,Dominique,Franks,,,,Not Injury Related,,Did Not Participate In Practice,2010-09-16T12:29:14Z
2010,REG,ATL,2,00-0022781,WR,Michael Jenkins,Michael,Jenkins,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2010-09-17T11:37:12Z
2010,REG,ATL,2,00-0022218,S,Erik Coleman,Erik,Coleman,Knee,,Questionable,Knee,,Did Not Participate In Practice,2010-09-17T11:34:51Z
2010,REG,ATL,2,00-0022245,T,Tyson Clabo,Tyson,Clabo,Ankle,,Probable,Ankle,,Full Participation in Practice,2010-09-17T11:34:38Z
2010,REG,ATL,2,00-0027717,C,Joe Hawley,Joe,Hawley,Hip,,Probable,Hip,,Full Participation in Practice,2010-09-17T11:34:38Z
2010,REG,ATL,2,00-0027062,CB,Christopher Owens,Christopher,Owens,Knee,,Probable,Knee,,Full Participation in Practice,2010-09-17T11:34:38Z
2010,REG,ATL,2,00-0022735,CB,Dunta Robinson,Dunta,Robinson,Ankle,,Probable,Ankle,,Full Participation in Practice,2010-09-17T11:34:38Z
